x   y
10.5 3.603994551775278
11.5 3.601605741699544
12.5 3.603446797332939
13.11181516843077 3.6049999445676804
13.5 3.605408163343842
14.5 3.6080230568444707
15.5 3.613306220136833
16.5 3.6219627942628803
17.4505510895351 3.6349999457597733
17.5 3.635595621540206
18.5 3.650724632133639
19.099053695418085 3.664999946951866
19.5 3.6818095650257856
19.820516509264216 3.694999948143959
19.829584061879906 3.7249999493360515
19.5 3.7391429390800814
19.205049050879648 3.754999950528145
18.5 3.771831104817623
17.78859304685793 3.7849999517202377
17.5 3.7899543251468337
16.5 3.8051239157996566
15.5 3.8142653833939812
15.407012961700044 3.8149999529123306
14.5 3.8268027946389838
13.5 3.8353299278048536
12.5 3.8403788121235465
11.5 3.8437644405504687
11.027970441559695 3.8449999541044235
10.5 3.8490388538561313
9.5 3.8535407490943
8.5 3.8551272251390554
7.5 3.8545594064043915
6.5 3.851185535660985
5.803822324088733 3.8449999541044235
5.5 3.843671510310703
4.5 3.835814585050284
3.533149994310243 3.8149999529123306
3.5 3.813845804885403
3.2909913864468257 3.7849999517202377
3.253595933774702 3.754999950528145
3.328395113029372 3.724999949336052
3.5 3.701108222342317
3.6180241928644916 3.694999948143959
4.5 3.6683665938853665
4.651633860810794 3.664999946951866
5.5 3.64555701718973
6.372895266131007 3.6349999457597733
6.500000000000001 3.6326884423682366
7.5 3.6184035158925334
8.5 3.611306387789329
9.5 3.6069919111907383
10.331755733553393 3.6049999445676804
10.5 3.603994551775278
