x   y
3.5 2.798635310250282
4.5 2.8077738886499555
5.481580377980486 2.824999913573265
5.5 2.8255586250699767
6.30292203181043 2.854999914765358
6.5 2.8771859618526374
6.604024576837482 2.884999915957451
6.553705717267953 2.9149999171495438
6.5 2.925728763651356
6.445922600881646 2.9449999183416367
6.0943968121254155 2.9749999195337296
6.0708144079344155 3.0049999207258224
5.662124265529284 3.0349999219179153
5.500000000000001 3.0387311624126236
5.25809254577631 3.0649999231100082
4.5 3.083794239614959
4.016814609635727 3.094999924302101
3.5 3.115349336432523
3.313622179650513 3.094999924302101
3.1393796172104187 3.0649999231100082
3.0804653769045647 3.0349999219179153
3.0470682048022675 3.0049999207258224
3.0351984098693254 2.9749999195337296
3.0237011106579814 2.9449999183416367
3.0224547663542802 2.9149999171495438
3.0246420037009214 2.884999915957451
3.0382817302194627 2.854999914765358
3.0981075461561955 2.824999913573265
3.5 2.798635310250282

